_id,_labels,description,feature,name,_start,_end,_type,name
305,:Knowledge,Java的类按继承关系形成树形结构，这个树形结构中，根节点是Object类（Object是java.lang包中的类），即Object是所有类的祖先类。除了Object类，每个类都有且仅有一个父类，一个类可以有多个或零个子类。如果一个类（除了Object类）的声明中没有使用extends关键字，这个类被系统默认为是Object的子类，即类声明“class A”与“class A extends Object”是等同的。,common,类的树形结构,,,,
306,:Knowledge,如果子类和父类在同一个包中，那么，子类自然地继承了其父类中不是private的成员变量作为自己的成员变量，并且也自然地继承了父类中不是private的方法作为自己的方法，继承的成员变量或方法的访问权限保持不变。,key,子类与父类在同一包中的继承性,,,,
307,:Knowledge,如果子类和父类不在同一个包中，那么，子类继承了父类的protected、public成员变量做为子类的成员变量，并且继承了父类的protected、public方法为子类的方法，继承的成员或方法的访问权限保持不变。,key,子类与父类不在同一包中的继承性,,,,
308,:Knowledge,如果一个类是另一个类的子类，那么UML通过使用一个实线连接两个类的UML图来表示二者之间的继承关系，实线的起始端是子类的UML图，终点端是父类的UML图，但终点端使用一个空心的三角形表示实线的结束。,key,继承关系(Generalization)的UML图,,,,
309,:Knowledge,"子类创建对象时，子类的构造方法总是先调用父类的某个构造方法，完成父类部分的创建；然后再调用子类自己的构造方法，完成子类部分的创建。如果子类的构造方法没有明显地指明使用父类的哪个构造方法，子类就调用父类的不带参数的构造方法 。子类在创建一个子类对象时，不仅子类中声明的成员变量被分配了内存，而且父类的所有的成员变量也都分配了内存空间，但子类只能操作继承的那部分成员变量 。子类可以通过继承的方法来操作子类未继承的变量和方法 。
结论：
1）创建子类对象时，子类总是按层次结构从上到下的顺序调用所有超类的构造函数。如果继承和组合联用，要先构造基类的构造函数，然后调用组合对象的构造函数（组合按照声明的顺序调用）。
2）如果父类没有不带参数的构造方法，则在子类的构造方法中必须明确的告诉调用父类的某个带参数的构造方法，通过super关键字，这条语句还必须出现在构造方法的第一句。
",common,子类对象生成,,,,
310,:Knowledge,instanceof运算符是Java独有的双目运算符，其左面的操作元是对象，右面的操作元是类，当左面的操作元是右面的类或其子类所创建的对象时，instanceof运算的结果是true，否则是false 。,common,instanceof运算符,,,,
311,:Knowledge,对于子类可以从父类继承的成员变量，只要子类中声明的成员变量和父类中的成员变量同名时，子类就隐藏了继承的成员变量。在子类中要操作这个与父类同名的成员变量时，子类操作的是子类重新声明的这个成员变量。而不是被隐藏掉的。,common,成员变量的隐藏,,,,
312,:Knowledge,"1．重写的语法规则
如果子类继承了父类的实例方法，那么子类就有权利重写这个方法。
方法重写是指：子类中定义一个方法，这个方法的类型和父类的方法的类型一致或是父类方法的类型的子类型，且这个方法的名字、参数个数、参数的类型和父类的方法完全相同.
2．重写的目的
子类通过方法的重写可以隐藏继承的方法，子类通过方法的重写可以把父类的状态和行为改变为自身的状态和行为。
3.  重写后方法的调用
子类创建的一个对象，如果子类重写了父类的方法，则运行时系统调用的是子类重写的方法;
子类创建的一个对象，如果子类未重写父类的方法，则运行时系统调用的是子类继承的方法;",common,方法重写,,,,
313,:Knowledge,子类可以隐藏从父类继承的成员变量和方法，如果在子类中想使用被子类隐藏的成员变量或方法就可以使用关键字super。比如super.x、super.play()就是访问和调用被子类隐藏的成员变量x和方法play()。,common,用super操作被隐藏的成员变量和方法,,,,
314,:Knowledge,子类不继承父类的构造方法，因此，子类如果想使用父类的构造方法，必须在子类的构造方法中使用，并且必须使用关键字super来表示，而且super必须是子类构造方法中的头一条语句。,common,super父类调用,,,,
315,:Knowledge,"final关键字可以修饰类、成员变量和方法中的局部变量。
可以使用final将类声明为final类。final类不能被继承，即不能有子类。
如： final class A {
		   … …
   	           } 
如果用final修饰父类中的一个方法，那么这个方法不允许子类重写。
如果成员变量或局部变量被修饰为final的，就是常量。",common,final关键字修饰,,,,
316,:Knowledge,假设，A类是B类的父类，当用子类创建一个对象，并把这个对象的引用放到父类的对象中时，称对象a是对象b的上转型对象。,key,上转型对象,,,,
317,:Knowledge,多态性就是指父类的某个方法被其子类重写时，可以各自产生自己的功能行为。,key,继承与多态,,,,
318,:Knowledge,用关键字abstract修饰的类称为abstract类（抽象类）。abstract类有如下特点：和普通的类相比，abstract类里可以有abstract方法。也可以没有。对于abstract方法，只允许声明，不允许实现，而且不允许使用final修饰abstract方法。对于abstract类，不能使用new运算符创建该类的对象，只能产生其子类，由子类创建对象。如果一个类是abstract类的子类，它必须具体实现父类的所有的abstract方法。,common,abstract类,,,,
319,:Knowledge,"用关键字abstract修饰的方法称为abstract方法(抽象方法)，例如：abstract int min(int x,int y)。",common,abstract方法,,,,
320,:Knowledge,"在设计一个程序时，可以先声明一个abstract类，通过在类中声明若干个abstract方法，表明这些方法在整个系统设计中的重要性，方法体的内容细节由它的非abstract子类去完成。然后利用多态实现编程。使用多态进行程序设计的核心技术是使用方法重写和上转型对象，即将abstract类声明对象作为其子类的上转型对象，那么这个上转型对象就可以调用子类重写的方法。所谓面向抽象编程，是指当设计某种重要的类时，不让该类面向具体的类，而是面向抽象类，即所设计类中的重要数据是抽象类声明的对象，而不是具体类声明的对象。
",common,面向抽象编程,,,,
321,:Knowledge,所谓“开-闭原则”(Open-Closed Principle)就是让设计的系统应当对扩展开放，对修改关闭。 在设计系统时，应当首先考虑到用户需求的变化，将应对用户变化的部分设计为对扩展开放，而设计的核心部分是经过精心考虑之后确定下来的基本结构，这部分应当是对修改关闭的，即不能因为用户的需求变化而再发生变化，因为这部分不是用来应对需求变化的。如果系统的设计遵守了“开-闭原则”，那么这个系统一定是易维护的，因为在系统中增加新的模块时，不必去修改系统中的核心模块。,common,开闭原则,,,,
329,:Knowledge,"为了克服Java单继承的缺点，Java使用了接口，一个类可以实现多个接口。使用关键字interface来定义一个接口。接口的定义和类的定义很相似，分为接口的声明和接口体。
1.接口声明。接口通过使用关键字interface来声明；格式：interface 接口的名字 。
2.接口体。接口体中包含常量定义和方法定义两部分。接口体中只进行方法的声明，不许提供方法的实现，所以，方法的定义没有方法体，且用分号“；”结尾。",common,接口的概念,,,,
330,:Knowledge,"接口中的变量自动都是public、static，final，
接口中的方法默认为public abstract；接口也产生class文件。
接口中的方法不能被static和final修饰，因为要重写所有接口中的方法。
接口中没有构造函数，方法可以抛出异常。
",common,接口的变量和方法的构成规则,,,,
331,:Knowledge,"一个类通过使用关键字implements声明自己实现一个或多个接口。如：class A implements Printable,Addable 。
如果一个类实现了某个接口，那么这个类必须重写该接口的所有方法。
接口可以通过继承产生新的接口。
Java提供的接口都在相应的包中，通过import语句不仅可以引入包中的类，也可以引入包中的接口。",common,实现接口,,,,
332,:Knowledge,"接口的思想在于它可以增加很多类都需要实现的功能，使用相同的接口类不一定有继承关系.
同一个类也可以实现多个接口。接口只关心功能，并不关心功能的具体实现.
比如，各式各样的电器产品，它们可能归属不同的种类，但国家标准要求电器产品都必须提供一个名称为on的功能（为达到此目的，只需要求它们实现同一接口，该接口中有名字为on的方法），但名称为on的功能的具体行为由各个电器产品去实现。",key,理解接口,,,,
333,:Knowledge,接口回调是指：可以把实现某一接口的类创建的对象的引用赋给该接口声明的接口变量中，那么该接口变量就可以调用被类重写的接口方法。实际上，当接口变量调用被类重写的接口方法时，就是通知相应的对象调用这个方法。,common,接口回调,,,,
334,:Knowledge,"File类的下列方法获取文件本身的一些信息。 
public String getName() 获取文件的名字。
public boolean canRead() 判断文件是否是可读的。
public boolean canWrite() 判断文件是否可被写入。
public boolean exits() 判断文件是否存在。
public long length() 获取文件的长度（单位是字节）。
public String getAbsolutePath() 获取文件的绝对路径。
public String getParent() 获取文件的父目录。
public boolean isFile() 判断文件是否是一个普通文件，而不是目录。
public boolean isDirectroy() 判断文件是否是一个目录。
public boolean isHidden() 判断文件是否是隐藏文件。
public long lastModified() 获取文件最后修改的时间。",common,文件的属性,,,,
335,:Knowledge,如果一个方法的参数是接口类型，我们就可以将任何实现该接口的类的实例的引用传递给该接口参数，那么接口参数就可以回调类实现的接口方法。,common,接口参数,,,,
336,:Knowledge,"面向接口去设计程序，可以通过在接口中声明若干个abstract方法，表明这些方法的重要性，方法体的内容细节由实现接口的类去完成。
使用接口进行程序设计的核心思想是使用接口回调，即接口变量存放实现该接口的类的对象的引用，从而接口变量就可以回调类实现的接口方法。",common,面向接口编程,,,,
339,:Knowledge,可以通过在接口中声明若干个abstract方法，表明这些方法的重要性，方法体的内容细节由实现接口的类去完成。使用接口进行程序设计的核心思想是使用接口回调，即接口变量存放实现该接口的类的对象的引用，从而接口变量就可以回调类实现的接口方法。,common,接口与多态,,,,
340,:Knowledge,"表示接口的UML图和表示类的UML图类似，使用一个长方形描述一个接口的主要构成，将长方形垂直地分为三层。
第1层是名字层；
第2层是常量层；
第3层是方法层 。",common,接口的UML图,,,,
341,:Knowledge,"接口和abstract类的比较如下：
1．abstract类和接口都可以有abstract方法。
2．接口中只可以有常量,不能有变量；而abstract类中即可以有常量也可以有变量。
3．abstract类中也可以有非abstract方法,接口不可以。",key,abstract类与接口的比较,,,,
342,:Knowledge,"1. 创建目录 public boolean mkdir()
2. 列出目录中的文件 
public String[] list() 用字符串形式返回目录下的全部文件。
public File [] listFiles() 用File对象形式返回目录下的全部文件。 
public String[] list(FilenameFilter obj) 用字符串形式返回目录下的指定类型的所有文件。
public File [] listFiles(FilenameFilter obj) 用File对象形式返回目录下的指定类型所有文件。
上述两方法的参数FilenameFilter是一个接口，该接口有一个方法：
public boolean accept(File dir,String name);",common,目录,,,,
343,:Knowledge,"当使用File类创建一个文件对象后，例如File file=new File(""c:\myletter"",""letter.txt"");如果c:\myletter目录中没有名字为letter.txt文件，文件对象file调用方法public boolean createNewFile()。文件对象调用方法 public boolean delete()可以删除当前文件，例如：file.delete()。",common,文件的创建与删除,,,,
344,:Knowledge,"java.io包提供了大量的流类，Java把InputStream抽象类的子类创建的流对象称作字节输入流；OutputStream抽象类的子类创建的流对象称作字节输出流。Java把Reader抽象类的子类创建的流对象称作字符输入流；Writer抽象类的子类创建的流对象称作字符输出流。
针对不同的源或目的地。java.io包为程序提供了相应的输入流或输出流。这些输入、输出流绝大部分都是InputStream、OutputStream、Reader或Writer的子类。",key,文件字节输入流,,,,
345,:Knowledge,"使用输入流通常包括4个基本步骤：
(1)设定输入流的源
(2)创建指向源的输入流
(3)让输入流读取源中的数据
(4)关闭输入流。
1构造方法:设定输入流源
使用FileInputStream类的下列构造方法创建指向文件的输入流。
FileInputStream(String name);
FileInputStream(File file); 
其中：参数name和file指定的文件称为输入流的源。
2．使用输入流读取字节 
文件字节流可以调用从父类继承的read方法顺序地读取文件，只要不关闭流，每次调用read方法就顺序地读取文件中的其余内容，直到文件的末尾或文件字节输入流被关闭。
int read() 读取单个字节的数据，返回字节值（0~255整数），如果未读出字节就返回-1。
int read(byte b[]) 读取b.length个字节到字节数组b中，返回实际读取的字节数。如果到达文件的末尾，则返回-1。
int read(byte b[], int off, int len) 读取len个字节到字节数组b中，并返回实际读取的字节数目。如果到达文件的末尾，则返回-1，参数off指定从字节数组的某个位置开始存放读取的数据。",key,字节输入流步骤,,,,
346,:Knowledge,"使用输出流通常包括4个基本步骤：
(1)给出输出流的目的地
(2)创建指向目的地的输出流
(3)让输出流把数据写入到目的地
(4)关闭输出流。
1．构造方法
使用FileOutputStream类的下列具有刷新功能的构造方法创建指向文件的输出流。
FileOutputStream(String name);
FileOutputStream(File file);
其中：参数name和file指定的文件称为输出流的目的地
2．使用输出流写字节
输出流的wirie方法以字节单位向目的地写数据。
void write(int n) 向目的地写入单个字节。
void write(byte b[]) 向目的地写入一个字节数组。
void write(byte b[],int off,int len) 从字节数组中偏移量off处取len个字节写到目的地。
FileOutputStream流顺序地写文件，只要不关闭流，每次调用write方法就顺序地向目的地写入内容，直到流被关闭。 
3．关闭流
通过调用close()方法，可以保证操作系统把流缓冲区的内容写到它的目的地，即关闭输出流可以把该流所用的缓冲区的内容冲洗掉(通常冲洗到磁盘文件上)",key,文件字节输出流,,,,
347,:Knowledge,"1．BufferedReader和BufferedWriter类创建的对象称作缓冲输入、输出流。二者的源和目的地必须是字符输入流和字符输出流。  
构造方法：
BufferedReader(Reader in); 
BufferedWriter (Writer out); 
2.BufferedReader和BufferedWriter类读写文件的方法：
readLine() 读取文本行
write(String s,int off,int len) 把字符串s写到文件中
newLine(); 向文件写入一个回行符
",key,缓冲流,,,,
348,:Knowledge,"DataInputStream和DataOutputStream类创建的对象称为数据输入流和数据输出流。 
构造方法:
   DataInputStream（InputStream in）创建的数据输入流指向一个由参数in指定的底层输入流
   DataOutputStream（OutnputStream out）创建的数据输出流指向一个由参数out指定的底层输出流",key,数据流,,,,
349,:Knowledge,"ObjectInputStream和ObjectOutputStream类创建的对象称为对象输入流和对象输出流。 
它的构造方法是：
ObjectInputStream(InputStream in)
ObjectOutputStream(OutputStream out) 

相关方法：
writeObject(Object obj) 将一个对象obj写入到一个文件
readObject() 读取一个对象到程序中  
所谓序列化：一个类如果实现了Serializable接口，那么这个类创建的对象就是所谓序列化的对象。",common,对象流,,,,
350,:Knowledge,"如果一个“复制品”实体的变化不会引起原对象实体发生变化，反之亦然。这样的复制品称为原对象的一个克隆对象或简称克隆。
一个对象调用clone()方法就可以获取该对象的克隆对象。
对象输入流通过对象的序列化信息来得到当前对象的一个克隆。",common,序列化与对象克隆,,,,
351,:Knowledge,"创建Scanner对象，并指向要解析的文件,例如：
File file = new File(""hello.java"");
Scanner sc = new Scanner(file); 
sc将空白作为分隔标记
相关方法  next()依次返回file中的单词
hasNext()判断file最后一个单词是否已被next()方法返回.",common,使用默认分隔标记解析文件,,,,
352,:Knowledge,"创建Scanner对象，指向要解析的文件，并使用useDelimiter方法指定正则表达式作为分隔标记，例如:
File file = new File(""hello.java"");
Scanner sc = new Scanner(file);
sc.useDelimiter(正则表达式); 
sc将正则表达式作为分隔标记 
相关方法：next() 依次返回file中的单词
hasNext() 判断file最后一个单词是否已被next()方法返回",common,使用正则表达式作为分隔标记解析文件,,,,
353,:Knowledge,"FileLock、FileChannel类处理Java提供的文件锁功能。它们分别在java.nio和java.nio.channels包中。
输入、输出流读写文件时可以使用文件锁。  
RondomAccessFile创建的流在读写文件时使用文件锁的步骤如下：
1．先使用RondomAccessFile流建立指向文件的流对象，该对象的读写属性必须是rw，例如：RandomAccessFile input=new RandomAccessFile(""Example.java"",""rw"");
2．input流调用方法getChannel()获得一个连接到地层文件的FileChannel对象（信道），例如：FileChannel channel=input.getChannel();
3．信道调用tryLock()或lock()方法获得一个FileLock（文件锁）对象，这一过程也称作对文件加锁。例如：FileLock lock=channel.tryLock();",common,文件锁,,,,
355,:Knowledge,"构造方法JFileChooser()创建初始不可见的有模式的文件对话框。然后文件对话框调用下述2个方法：
showSaveDialog(Component a);
showOpenDialog(Component a);
都可以使得对话框可见，只是呈现的外观有所不同，showSaveDialog方法提供保存文件的界面，showOpenDialog方法提供打开文件的界面。上述两个方法中的参数a指定对话框可见时的位置，当a是null时，文件对话框出现在屏幕的中央；如果组件a不空，文件对话框在组件a的正前面居中显示。",common,文件对话框,,,,
356,:Knowledge,"使用RandomAccessFile类来创建一个随机访问文件流。RandomAccessFile类创建的流的指向既可以作为源也可以作为目的地。     
构造方法：
RandomAccessFile(String name,String mode) ; 
RandomAccessFile(File file,String mode) ;
相关方法：
seek(long a)  定位RandomAccessFile流的读写位置 
getFilePointer() 获取流的当前读写位置  
例子8(把几个int型整数写入到一个名字为tom.dat文件 ) 
readLine()方法在读取含有非ASCII字符的文件时出现“乱码”现象的解决方法：
1．读取  String str=in.readLine();		
2．用“iso-8859-1”重新编码   byte b[]=str.getBytes(""iso-8859-1"");
3．使用当前机器的默认编码将字节数组转化为字符串
String content=new String(b);",key,随机流,,,,
357,:Knowledge,"1．字节数组流
字节数组输入流ByteArrayInputStream和字节数组输出流ByteArrayOutputStream分别使用字节数组作为流的源和目标。 
ByteArrayInputStream构造方法及常用方法
  ByteArrayInputStream(byte[] buf);
  ByteArrayInputStream(byte[] buf,int offset,int length);
  public int read();顺序地从源中读出一个字节 
  public int read(byte[] b,int off,int len);顺序地从源中读出参数len指定的字节数 
ByteArrayOutputStream流构造方法及常用方法
  ByteArrayOutputStream();
  ByteArrayOutputStream(int size);
  public void write(int b); 顺序地向缓冲区写入一个字节  
  public void write(byte[] b,int off,int len); 将参数b中指定的len个字节顺序地写入缓冲区 
  public byte[] toByteArray(); 返回输出流写入到缓冲区的全部字节 
2．字符数组 
  CharArrayReader和CharArrayWriter类是字符数组流，使用字符数组作为流的源和目标。",key,数组流,,,,
745,:Knowledge,"Date()使用Date类的无参数构造方法创建的对象可以获取本地当前时间,Date(long time)使用long型参数创建指定的时间,System类的静态方法 public long currentTimeMillis() 获取系统当前时间",key,Date类,,,,
746,:Knowledge,步骤如下：（1）使用Class的类方法得到一个和某类（参数className指定的类）相关的Class对象：public static Class forName(String className) throws ClassNotFoundException上述方法返回一个和参数className指定的类相关的Class对象。 （2）步骤（1）中获得的Class对象调用 public Object newInstance() throws InstantiationExceptionIllegalAccessException 方法就可以得到一个className类的对象。,common,使用Class实例化一个对象,,,,
747,:Knowledge,,key,顺序查询,,,,
748,:Knowledge,创建Scanner对象，并将要解析的字符串传递给所构造的对象,key,使用默认分隔标记解析字符串,,,,
749,:Knowledge,if语句是单条件分支语句，即根据一个条件来控制程序执行的流程。,key,if语句,,,,
750,:Knowledge,在产生异常的方法名后面加上要抛出(throws)的异常的列表,key,异常的声明,,,,
751,:Knowledge,需要在结果集中前后移动、显示结果集指定的一条记录或随机显示若干条记录等。这时，必须要返回一个可滚动的结果集。,key,控制游标 ,,,,
752,:Knowledge,switch 语句是单条件多分支的开关语句,key,switch开关语句,,,,
753,:Knowledge,可以在SQL语句中使用ORDER BY子语句对记录排序，例如，按price排序查询的SQL语句：SELECT * FROM goods ORDER BY price,key,排序查询,,,,
754,:Knowledge,编写连接数据库代码不会出现数据库的名称，只能出现数据源的名字。 首先使用java.sql包中的Connection类声明一个对象，然后再使用类DriverManager调用它的静态方法getConnection创建这个连接对象，建立连接时应捕获SQLException异常 ,key,建立连接,,,,
755,:Knowledge,字符串与字符数组String 类的构造方法：String(char[])；String(char[]，int offset，int length)分别用字符数组中的全部字符和部分字符创建字符串对象 ，String类提供了将字符串存放到数组中的方法：， public void getChars(int start int end char c[] int offset ) ，将字符串中的全部字符存放在一个字符数组中的方，public char[] toCharArray() 字符串与字节数组 ，String(byte[])用指定的字节数组构造一个字符串对象。，String(byte[]，int offset，int length) 用指定的字节数组的一部分，即从数组起始位置offset开始取length个字节构造一个字符串对象。public byte[] getBytes() 方法使用平台默认的字符编码，将当前字符串转化为一个字节数组。public byte[] getBytes(String charsetName) 使用参数指定字符编码，将当前字符串转化为一个字节数组。,key,字符串与字符数组,,,,
756,:Knowledge,public int executeUpdate（String sqlStatement）;,common,Statement对象调用方法,,,,
757,:Knowledge,Object类有一个public String toString()方法，一个对象通过调用该方法可以获得该对象的字符串表示。,key,对象的字符串表示,,,,
758,:Knowledge,String getName() 返回类的名字◆ Constructor[] getDeclaredConstructors()  返回类的全部构造方法。◆ Field[] getDeclaredFields()  返回类的全部成员变量。◆ Method[] getDeclaredMethods()  返回类的全部方法。,common,Class类常用类方法,,,,
759,:Knowledge,1．public int length():获取一个字符串的长度 2．public boolean equals(String s):比较当前字符串对象的实体是否与参数s指定的字符串的实体相同  例题1  说明了equals的用法。3．public boolean startsWith(String s)public boolean endsWith(String s方法:判断当前字符串对象的前缀（后缀）是否参数s指定的字符串  4. public int compareTo(String s):按字典序与参数s指定的字符串比较大小 5.public boolean contains(String s):判断当前字符串对象是否含有参数指定的字符串s 6.public int indexOf (String s):从当前字符串的头开始检索字符串s，并返回首次出现s的位置其相关方法： indexOf(String s int startpoint)lastIndexOf (String s)7. public String substring(int startpoint):获得一个当前字符串的子串  8．public String trim() :得到一个s去掉前后空格后的字符串对象。,key,String 类的常用方法,,,,
760,:Knowledge,方法调用语句：如：System.out.println(" Hello");表达式语句：表达式尾加上分号。比如赋值语句：x=23;复合语句：可以用{  }把一些语句括起来构成复合语句，  空语句：一个分号也是一条语句，称做空语句。控制语句：控制语句分为条件分支语句、开关（switch)语句和循环语句。package语句和 import语句：它们和类、对象有关,key,语句概述,,,,
761,:Knowledge,使用JDBC─ODBC桥接器连接数据库的3个步骤(1)建立JDBC-ODBC桥接器(2)建ODBC数据源(3)和ODBC数据源建立连接,common,连接方式的选择,,,,
762,:Knowledge,while语句的语法格式： while (表达式) {若干语句 }while语句的执行规则是：(1)计算表达式的值如果该值是true时，就进行(2)否则执行(3)。 (2)执行循环体，再进行(1)。 (3)结束while语句的执行。,key,while 循环,,,,
763,:Knowledge,1) StringBuffer append(String s):将一个字符串对象追加到当前StringBuffer对象中 StringBuffer append(int n)：将一个int型数据转化为字符串对象后再追加到当前StringBuffer对象中  StringBuffer append(Object o)：将一个Object对象的字符串表示追加到当前StringBuffer对象中 2)public char charAt(int n ):得到参数n指定的置上的单个字符 ：public void setCharAt(int n char ch):将当前StringBuffer对象实体中的字符串位置n处的字符用参数ch指定的字符替换3)StringBuffer insert(int index String str) :将参数str指定的字符串插入到参数index指定的位置 4)public StringBuffer reverse() :将该对象实体中的字符翻转5)StringBuffer delete(int startIndex int endIndex):从当前StringBuffer对象实体中的字符串中删除一个子字符串 ,common,StringBuffer类的常用方法,,,,
764,:Knowledge,=,key,赋值运算符,,,,
765,:Knowledge,1．使用setAutoCommit(boolean autoCommit)方法 2．使用commit()方法 3．使用rollback()方法 ,common,JDBC事务处理步骤,,,,
766,:Knowledge,创建子类对象时，除了使用父类的构造方法外还有类体，此类体被认为是一个子类去掉类声明后的类体，称作匿名类。 ,common,和子类有关的匿名类,,,,
767,:Knowledge,如果在某次循环中执行了break语句，那么整个循环语句就结束。如果在某次循环中执行了continue语句，那么本次循环就结束，即不再执行本次循环中循环体中continue语句后面的语句，而转入进行下一次循环。,key,break和continue语句,,,,
768,:Knowledge,模式对象pattern调用matcher(CharSequence input)方法返回一个Matcher对象matcher，称为匹配对象 Matcher matcher = pattern.matcher(input); Matcher对象matcher可以使用下列方法寻找字符串input中是否有和模式regex匹配的子序列（regex是创建模式对象pattern时使用的正则表达式）。public boolean find():寻找input和regex匹配的下一子序列，如果成功该方法返回true，否则返回false。public boolean matches()：matcher调用该方法判断input是否完全和regex匹配。public boolean lookingAt()：matcher调用该方法判断从input的开始位置是否有和regex匹配的子序列。public boolean find(int start) : matcher调用该方法判断input从参数start指定位置开始是否有和regex匹配的子序列 。public String replaceAll(String replacement) matcher调用该方法可以返回一个字符串该字符串是通过把input中与模式regex匹配的子字符串全部替换为参数replacement指定的字符串得到的.public String replaceFirst(String replacement) matcher调用该方法可以返回一个字符串，该字符串是通过把input中第1个与模式regex匹配的子字符串替换为参数replacement指定的字符串得到的,common,得到匹配对象,,,,
769,:Knowledge,Java的表达式就是用运算符连接起来的符合Java规则的式子。运算符的优先级决定了表达式中运算执行的先后顺序。在编写程序时尽量使用括号（）运算符号来实现想要的运算次序，以免产生难以阅读或含糊不清的计算顺序。运算符的结合性决定了具有相同级别运算符的先后顺序 。 ,key,运算符综述,,,,
770,:Knowledge,&，|，^，~,key,位运算符,,,,
771,:Knowledge,如果想用特定地区的星期格式来表示日期中的星期，可以用format的重载方法： format (Locale locale格式化模式，日期列表);其中的参数locale是一个Locale类的实例，用于表示地域。Locale类的static常量都是Locale对象，其中US是表示美国的static常量。,common,不同区域的星期格式重载,,,,
772,:Knowledge,加减运算符:  +，-乘、除和求余运算符： *    /      %,key,算数运算符,,,,
773,:Knowledge,语法格式如下：for(声明循环变量：数组的名字) { …… },key,for语句与数组,,,,
774,:Knowledge,Java提供了专门用于操作数据库的API，即JDBC （Java DataBase Connection）。,common,JDBC,,,,
775,:Knowledge,Math类的常用类方法：public static long abs(double a)  返回a的绝对值。public static double max(double a，double b) 返回a、b的最大值。public static double min(double a，double b) 返回a、b的最小值。public static double random()  产生一个0到1之间的随机数（不包括0和1）。public static double pow(double a，double b) 返回a的b次幂。public static double sqrt(double a) 返回a的平方根。public static double log(double a)  返回a的对数。public static double sin(double a) 返回正弦值。public static double asin(double a)  返回反正弦值。,key,Math类,,,,
776,:Knowledge,Java使用try~catch语句来处理异常，将可能出现的异常操作放在try~catch语句的try部分，将发生异常后的处理放在catch部分。 try~catch语句的格式如下： try {包含可能发生异常的语句 }catch(ExceptionSubClass1  e) {  …}catch(ExceptionSubClass2  e) { …},key,try~catch语句,,,,
777,:Knowledge,1．正则表达式：一个正则表达式是含有一些具有特殊意义字符的字符串，这些特殊字符称作正则表达式中的元字符2．字符串的替换 public String replaceAll(String regexString replacement)方法返回一个字符串，该字符串是当前字符串中所有和参数regex指定的正则表达式匹配的子字符串被参数replacement指定的字符串替换后的字符串3．字符串的分解public String[] split(String regex)使用参数指定的正则表达式regex做为分隔标记分解出其中的单词，并将分解出的单词存放在字符串数组中。,key,正则表达式及字符串的替换与分解 ,,,,
778,:Knowledge,com.sun.rowset包提供了CachedRowSetImpl类，该类实现了CachedRowSet接口。CachedRowSetImpl对象可以保存ResultSet对象中的数据，而且CachedRowSetImpl对象不依赖Connnection对象.将ResultSet对象rs中的数据保存到CachedRowSetImpl对象rowSet中的代码如下： rowSet.populate(rs); ,common,CachedRowSetImpl类,,,,
779,:Knowledge, Random类的如下构造方法：public Random();public Random(long seed);使用参数seek指定的种子创建一个Random对象随机数生成器random调用不带参数的nextInt()方法：Random random=new Random(); random.nextInt();返回一个0至n之间（包括0，但不包括n）的随机数 随机数生成器random调用带参数的nextInt(int m)方法（参数m必须取正整数值）,key,Random类,,,,
780,:Knowledge,Java支持在一个类中声明另一个类，这样的类称作内部类，而包含内部类的类成为内部类的外嵌类,key,内部类介绍,,,,
781,:Knowledge,声明内部类如同在类中声明方法或变量一样，一个类把内部类看作是自己的成员。外嵌类的类体中可以用内部类声明的对象，作为外嵌类的成员。外嵌类的成员变量在内部类中仍然有效，内部类中的方法也可以调用外嵌类中的方法。内部类的类体中不可以声明类变量和方法。外嵌类和内部类在编译时，生成两个.class文件。  ,key,内部类的使用规则,,,,
782,:Knowledge,事务由一组SQL语句组成，所谓事务处理是指：应用程序保证事务中的SQL语句要么全部都执行，要么一个都不执行。,common,事务及处理,,,,
783,:Knowledge,java中数据类型的精度从“低”到“高”排列的顺序是：byte  short  char  int  long  float  double,key,算术混合运算的精度,,,,
784,:Knowledge,预处理不仅减轻了数据库的负担，而且也提高了访问数据库的速度,common,预处理语句优点,,,,
785,:Knowledge,1) nextToken()：逐个获取字符串中的语言符号（单词），字符串分析器中的负责计数的变量的值就自动减一  。(2) hasMoreTokens()：只要字符串中还有语言符号，即计数变量的值大于0，该方法就返回true，否则返回false。 (3)countTokens()：得到分析器中计数变量的值。,key,StringTokenizer对象方法,,,,
786,:Knowledge,JDBC为Statement对象提供了批处理功能，即Statement对象调用executeBatch()方法可以一次执行多个SQL语句，只要事先让Statement对象调用addBatch(String sql)方法将要执行的SQL语句添加到该对象中即可,common,批处理,,,,
787,:Knowledge,假设Computable是一个接口，那么，Java允许直接用接口名和一个类体创建一个匿名对象，此类体被认为是实现了Computable接口的类去掉类声明后的类体，称作匿名类,common,和接口有关的匿名类,,,,
788,:Knowledge,Scanner对象可以调用 useDelimiter(正则表达式); 方法将一个正则表达式作为分隔标记，即和正则表达式匹配的字符串都是分隔标记。 ,key,使用正则表达式作为分隔标记解析字符串 ,,,,
789,:Knowledge,分别按类查询。主类将查询条件传递Query类的实例,key,条件查询,,,,
790,:Knowledge,++，--,key,自增、自减运算符,,,,
791,:Knowledge,逻辑运算符包括： &&、||、!，其中：&&、|| 为二目运算符，实现逻辑与、逻辑或；！为单目运算符，实现逻辑非。,key,逻辑运算符,,,,
